/********** 初始化计算参数设置记录 ***********/
Workpiece :120 * 240
updie's velocity :(vx,vy) 0  10
The number of nodes:  91
The number of faces:  144
u0:  0.0001
uf:  0.1
Incritime: 0.24
strainv0: 0.0001
AlphaMF:  2.4e+007
steps: 80
————————————————————
Trimesh_vertexID   Tri_vertex_x_y   Tri_vertex_vx_vy   Tri_vertex_effstrain_effstress
step id: 1
33 40 39   100 80 100 100 80 100   2.15174 6.58129 2.1599 5.71663 1.72847 5.77841   0.0102574 49.3543 0.0103485 49.4129 0.0189291 53.5774 
40 33 34   100 100 100 80 120 80   2.1599 5.71663 2.15174 6.58129 2.58789 6.52608   0.0103485 49.4129 0.0102574 49.3543 0.0169522 52.7914 
47 40 41   100 120 100 100 120 100   2.15507 4.85836 2.1599 5.71663 2.58909 5.66182   0.00779844 47.5747 0.0103485 49.4129 0.0109009 49.7584 
40 47 46   100 100 100 120 80 120   2.1599 5.71663 2.15507 4.85836 1.73091 4.91625   0.0103485 49.4129 0.00779844 47.5747 0.00930564 48.7145 
34 41 40   120 80 120 100 100 100   2.58789 6.52608 2.58909 5.66182 2.1599 5.71663   0.0169522 52.7914 0.0109009 49.7584 0.0103485 49.4129 
41 48 47   120 100 120 120 100 120   2.58909 5.66182 2.57972 4.8043 2.15507 4.85836   0.0109009 49.7584 0.0102504 49.3499 0.00779844 47.5747 
33 26 34   100 80 100 60 120 80   2.15174 6.58129 2.12588 7.44936 2.58789 6.52608   0.0102574 49.3543 0.0255026 55.7608 0.0169522 52.7914 
54 46 47   100 140 80 120 100 120   2.14088 4.00925 1.73091 4.91625 2.15507 4.85836   0.0101322 49.2732 0.00930564 48.7145 0.00779844 47.5747 
26 33 32   100 60 100 80 80 80   2.12588 7.44936 2.15174 6.58129 1.71522 6.64415   0.0255026 55.7608 0.0102574 49.3543 0.0257649 55.8373 
55 47 48   120 140 100 120 120 120   2.55467 3.95533 2.15507 4.85836 2.57972 4.8043   0.0101588 49.2905 0.00779844 47.5747 0.0102504 49.3499 
59 66 65   60 160 60 180 40 180   1.29123 3.2584 1.27112 2.41627 0.856976 2.45589   0.0106971 49.6328 0.0101637 49.2937 0.00792657 47.6787 
66 59 60   60 180 60 160 80 160   1.27112 2.41627 1.29123 3.2584 1.70741 3.21653   0.0101637 49.2937 0.0106971 49.6328 0.00895734 48.4662 
53 60 59   80 140 80 160 60 160   1.72387 4.06198 1.70741 3.21653 1.29123 3.2584   0.0226757 54.8898 0.00895734 48.4662 0.0106971 49.6328 
60 53 54   80 160 80 140 100 140   1.70741 3.21653 1.72387 4.06198 2.14088 4.00925   0.00895734 48.4662 0.0226757 54.8898 0.0101322 49.2732 
67 60 61   80 180 80 160 100 160   1.67759 2.38547 1.70741 3.21653 2.11712 3.17188   0.0122317 50.5324 0.00895734 48.4662 0.0099499 49.1535 
60 67 66   80 160 80 180 60 180   1.70741 3.21653 1.67759 2.38547 1.27112 2.41627   0.00895734 48.4662 0.0122317 50.5324 0.0101637 49.2937 
59 52 53   60 160 60 140 80 140   1.29123 3.2584 1.30082 4.11434 1.72387 4.06198   0.0106971 49.6328 0.0232383 55.0704 0.0226757 54.8898 
66 67 74   60 180 80 180 80 200   1.27112 2.41627 1.67759 2.38547 1.64506 1.56956   0.0101637 49.2937 0.0122317 50.5324 0.010726 49.6507 
73 80 79   60 200 60 220 40 220   1.24625 1.59177 1.2168 0.783404 0.820855 0.79635   0.0109099 49.7639 0.00953333 48.8726 0.00971329 48.9952 
80 73 74   60 220 60 200 80 200   1.2168 0.783404 1.24625 1.59177 1.64506 1.56956   0.00953333 48.8726 0.0109099 49.7639 0.010726 49.6507 
87 80 81   60 240 60 220 80 220   1.18137 0 1.2168 0.783404 1.60458 0.773765   0.0118038 50.2919 0.00953333 48.8726 0.00930694 48.7155 
80 87 86   60 220 60 240 40 240   1.2168 0.783404 1.18137 0 0.799522 0   0.00953333 48.8726 0.0118038 50.2919 0.00895225 48.4625 
74 81 80   80 200 80 220 60 220   1.64506 1.56956 1.60458 0.773765 1.2168 0.783404   0.010726 49.6507 0.00930694 48.7155 0.00953333 48.8726 
81 74 75   80 220 80 200 100 200   1.60458 0.773765 1.64506 1.56956 2.03526 1.55333   0.00930694 48.7155 0.010726 49.6507 0.00938636 48.771 
88 81 82   80 240 80 220 100 220   1.55803 0 1.60458 0.773765 1.98611 0.768607   0.0092621 48.6839 0.00930694 48.7155 0.00899393 48.4926 
